GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 2,359,424
  scalars                 : 6
  total                   : 10,748,038
Estimated FLOPs per token: 4.561382e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011057 | lrm: 1.00 | dt: 6994ms | tok/sec: 2,342 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.052933 | lrm: 1.00 | dt: 335ms | tok/sec: 48,976 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.873769 | lrm: 1.00 | dt: 349ms | tok/sec: 46,973 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.565388 | lrm: 1.00 | dt: 334ms | tok/sec: 49,058 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.322303 | lrm: 1.00 | dt: 336ms | tok/sec: 48,758 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.142527 | lrm: 1.00 | dt: 339ms | tok/sec: 48,267 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.013915 | lrm: 1.00 | dt: 335ms | tok/sec: 48,921 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.852327 | lrm: 1.00 | dt: 338ms | tok/sec: 48,474 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.687615 | lrm: 1.00 | dt: 349ms | tok/sec: 46,975 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.580198 | lrm: 1.00 | dt: 329ms | tok/sec: 49,870 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.456399 | lrm: 1.00 | dt: 337ms | tok/sec: 48,646 | mfu: 0.2% | epoch: 1 | remaining: 300s    
