GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8458ms | tok/sec: 7,748 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.946422 | lrm: 1.00 | dt: 1532ms | tok/sec: 42,771 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.713856 | lrm: 1.00 | dt: 1549ms | tok/sec: 42,300 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.394803 | lrm: 1.00 | dt: 1538ms | tok/sec: 42,611 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.090543 | lrm: 1.00 | dt: 1551ms | tok/sec: 42,262 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775448 | lrm: 1.00 | dt: 1540ms | tok/sec: 42,564 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.514609 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,179 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.294143 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,430 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.113849 | lrm: 1.00 | dt: 1562ms | tok/sec: 41,964 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.000922 | lrm: 1.00 | dt: 1549ms | tok/sec: 42,308 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.858705 | lrm: 1.00 | dt: 1561ms | tok/sec: 41,988 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.747641 | lrm: 1.00 | dt: 1568ms | tok/sec: 41,806 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.630813 | lrm: 1.00 | dt: 1550ms | tok/sec: 42,267 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.0%) | loss: 6.537272 | lrm: 1.00 | dt: 1584ms | tok/sec: 41,375 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00014 (1.6%) | loss: 6.460268 | lrm: 1.00 | dt: 1565ms | tok/sec: 41,885 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00015 (2.1%) | loss: 6.392564 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,631 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00016 (2.6%) | loss: 6.332250 | lrm: 1.00 | dt: 1561ms | tok/sec: 41,981 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00017 (3.1%) | loss: 6.271779 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,430 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00018 (3.7%) | loss: 6.216720 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,593 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00019 (4.2%) | loss: 6.179627 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,640 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00020 (4.7%) | loss: 6.127258 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,448 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00021 (5.2%) | loss: 6.058606 | lrm: 1.00 | dt: 1565ms | tok/sec: 41,874 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00022 (5.8%) | loss: 6.003311 | lrm: 1.00 | dt: 1580ms | tok/sec: 41,474 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00023 (6.3%) | loss: 5.984195 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,596 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00024 (6.8%) | loss: 5.948141 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,576 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00025 (7.3%) | loss: 5.926175 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,445 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00026 (7.9%) | loss: 5.905339 | lrm: 1.00 | dt: 1567ms | tok/sec: 41,826 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00027 (8.4%) | loss: 5.878112 | lrm: 1.00 | dt: 1584ms | tok/sec: 41,379 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00028 (8.9%) | loss: 5.852936 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,594 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00029 (9.4%) | loss: 5.825462 | lrm: 1.00 | dt: 1589ms | tok/sec: 41,256 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00030 (10.0%) | loss: 5.792232 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,744 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00031 (10.5%) | loss: 5.754120 | lrm: 1.00 | dt: 1591ms | tok/sec: 41,198 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00032 (11.0%) | loss: 5.726834 | lrm: 1.00 | dt: 1591ms | tok/sec: 41,200 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00033 (11.6%) | loss: 5.701241 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,325 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00034 (12.1%) | loss: 5.698554 | lrm: 1.00 | dt: 1592ms | tok/sec: 41,159 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00035 (12.6%) | loss: 5.697053 | lrm: 1.00 | dt: 1571ms | tok/sec: 41,705 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00036 (13.1%) | loss: 5.672750 | lrm: 1.00 | dt: 1590ms | tok/sec: 41,211 | mfu: 0.2% | epoch: 1 | remaining: 259s    
