GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8594ms | tok/sec: 7,625 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.950729 | lrm: 1.00 | dt: 1589ms | tok/sec: 41,244 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.715252 | lrm: 1.00 | dt: 1600ms | tok/sec: 40,950 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.393142 | lrm: 1.00 | dt: 1605ms | tok/sec: 40,834 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.089796 | lrm: 1.00 | dt: 1600ms | tok/sec: 40,962 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.774561 | lrm: 1.00 | dt: 1610ms | tok/sec: 40,702 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.513564 | lrm: 1.00 | dt: 1603ms | tok/sec: 40,878 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.293116 | lrm: 1.00 | dt: 1618ms | tok/sec: 40,492 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.114002 | lrm: 1.00 | dt: 1620ms | tok/sec: 40,458 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.001573 | lrm: 1.00 | dt: 1610ms | tok/sec: 40,714 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.859475 | lrm: 1.00 | dt: 1618ms | tok/sec: 40,512 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.748346 | lrm: 1.00 | dt: 1607ms | tok/sec: 40,785 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.630805 | lrm: 1.00 | dt: 1630ms | tok/sec: 40,200 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.1%) | loss: 6.536742 | lrm: 1.00 | dt: 1626ms | tok/sec: 40,302 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00014 (1.6%) | loss: 6.460006 | lrm: 1.00 | dt: 1621ms | tok/sec: 40,439 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00015 (2.2%) | loss: 6.366645 | lrm: 1.00 | dt: 1645ms | tok/sec: 39,829 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00016 (2.7%) | loss: 6.309158 | lrm: 1.00 | dt: 1633ms | tok/sec: 40,131 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00017 (3.3%) | loss: 6.252364 | lrm: 1.00 | dt: 1629ms | tok/sec: 40,230 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00018 (3.8%) | loss: 6.199653 | lrm: 1.00 | dt: 1629ms | tok/sec: 40,239 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00019 (4.3%) | loss: 6.164870 | lrm: 1.00 | dt: 1622ms | tok/sec: 40,396 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00020 (4.9%) | loss: 6.113611 | lrm: 1.00 | dt: 1628ms | tok/sec: 40,256 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00021 (5.4%) | loss: 6.046381 | lrm: 1.00 | dt: 1627ms | tok/sec: 40,282 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00022 (6.0%) | loss: 5.992205 | lrm: 1.00 | dt: 1625ms | tok/sec: 40,320 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00023 (6.5%) | loss: 5.972983 | lrm: 1.00 | dt: 1635ms | tok/sec: 40,073 | mfu: 0.2% | epoch: 1 | remaining: 279s    
step 00024 (7.1%) | loss: 5.936882 | lrm: 1.00 | dt: 1637ms | tok/sec: 40,030 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00025 (7.6%) | loss: 5.915822 | lrm: 1.00 | dt: 1624ms | tok/sec: 40,364 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00026 (8.1%) | loss: 5.895363 | lrm: 1.00 | dt: 1624ms | tok/sec: 40,355 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00027 (8.7%) | loss: 5.868071 | lrm: 1.00 | dt: 1628ms | tok/sec: 40,251 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00028 (9.2%) | loss: 5.842711 | lrm: 1.00 | dt: 1640ms | tok/sec: 39,971 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00029 (9.8%) | loss: 5.814807 | lrm: 1.00 | dt: 1635ms | tok/sec: 40,072 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00030 (10.3%) | loss: 5.782432 | lrm: 1.00 | dt: 1639ms | tok/sec: 39,978 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00031 (10.9%) | loss: 5.743213 | lrm: 1.00 | dt: 1649ms | tok/sec: 39,741 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00032 (11.4%) | loss: 5.715170 | lrm: 1.00 | dt: 1689ms | tok/sec: 38,792 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00033 (12.0%) | loss: 5.688711 | lrm: 1.00 | dt: 1672ms | tok/sec: 39,203 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00034 (12.5%) | loss: 5.687108 | lrm: 1.00 | dt: 1653ms | tok/sec: 39,655 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00035 (13.1%) | loss: 5.685872 | lrm: 1.00 | dt: 1644ms | tok/sec: 39,864 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00036 (13.6%) | loss: 5.661851 | lrm: 1.00 | dt: 1631ms | tok/sec: 40,178 | mfu: 0.2% | epoch: 1 | remaining: 257s    
step 00037 (14.2%) | loss: 5.637098 | lrm: 1.00 | dt: 1672ms | tok/sec: 39,197 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00038 (14.7%) | loss: 5.621951 | lrm: 1.00 | dt: 1583ms | tok/sec: 41,399 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00039 (15.3%) | loss: 5.597160 | lrm: 1.00 | dt: 1623ms | tok/sec: 40,385 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00040 (15.8%) | loss: 5.570255 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,427 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00041 (16.3%) | loss: 5.550600 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,595 | mfu: 0.2% | epoch: 1 | remaining: 249s    
step 00042 (16.9%) | loss: 5.536127 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,419 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00043 (17.4%) | loss: 5.518668 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,690 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00044 (17.9%) | loss: 5.502843 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,465 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00045 (18.4%) | loss: 5.501818 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,326 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00046 (19.0%) | loss: 5.501722 | lrm: 1.00 | dt: 1585ms | tok/sec: 41,359 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00047 (19.5%) | loss: 5.484177 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,441 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00048 (20.0%) | loss: 5.498872 | lrm: 1.00 | dt: 1568ms | tok/sec: 41,784 | mfu: 0.2% | epoch: 1 | remaining: 238s    
step 00049 (20.5%) | loss: 5.461951 | lrm: 1.00 | dt: 1594ms | tok/sec: 41,113 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00050 (21.1%) | loss: 5.442799 | lrm: 1.00 | dt: 1580ms | tok/sec: 41,488 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00051 (21.6%) | loss: 5.429364 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,636 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00052 (22.1%) | loss: 5.411437 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,322 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00053 (22.6%) | loss: 5.381693 | lrm: 1.00 | dt: 1571ms | tok/sec: 41,728 | mfu: 0.2% | epoch: 1 | remaining: 230s    
step 00054 (23.2%) | loss: 5.364475 | lrm: 1.00 | dt: 1579ms | tok/sec: 41,502 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00055 (23.7%) | loss: 5.353621 | lrm: 1.00 | dt: 1578ms | tok/sec: 41,541 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00056 (24.2%) | loss: 5.336600 | lrm: 1.00 | dt: 1590ms | tok/sec: 41,228 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00057 (24.8%) | loss: 5.314360 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,319 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00058 (25.3%) | loss: 5.302619 | lrm: 1.00 | dt: 1573ms | tok/sec: 41,666 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00059 (25.8%) | loss: 5.296663 | lrm: 1.00 | dt: 1577ms | tok/sec: 41,553 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00060 (26.3%) | loss: 5.287747 | lrm: 1.00 | dt: 1571ms | tok/sec: 41,727 | mfu: 0.2% | epoch: 1 | remaining: 219s    
step 00061 (26.9%) | loss: 5.268209 | lrm: 1.00 | dt: 1592ms | tok/sec: 41,174 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00062 (27.4%) | loss: 5.266496 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,742 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00063 (27.9%) | loss: 5.264297 | lrm: 1.00 | dt: 1583ms | tok/sec: 41,388 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00064 (28.4%) | loss: 5.240567 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,684 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00065 (29.0%) | loss: 5.209739 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,417 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00066 (29.5%) | loss: 5.185890 | lrm: 1.00 | dt: 1580ms | tok/sec: 41,469 | mfu: 0.2% | epoch: 1 | remaining: 210s    
