GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 2,359,424
  scalars                 : 6
  total                   : 10,748,038
Estimated FLOPs per token: 4.561382e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011057 | lrm: 1.00 | dt: 6680ms | tok/sec: 2,452 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.061997 | lrm: 1.00 | dt: 332ms | tok/sec: 49,313 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.954721 | lrm: 1.00 | dt: 326ms | tok/sec: 50,241 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.653887 | lrm: 1.00 | dt: 327ms | tok/sec: 50,142 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.406633 | lrm: 1.00 | dt: 334ms | tok/sec: 49,062 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.228127 | lrm: 1.00 | dt: 327ms | tok/sec: 50,052 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.097978 | lrm: 1.00 | dt: 326ms | tok/sec: 50,232 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.950031 | lrm: 1.00 | dt: 342ms | tok/sec: 47,888 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.781900 | lrm: 1.00 | dt: 327ms | tok/sec: 50,133 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.652391 | lrm: 1.00 | dt: 327ms | tok/sec: 50,106 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.520598 | lrm: 1.00 | dt: 335ms | tok/sec: 48,964 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.406681 | lrm: 1.00 | dt: 328ms | tok/sec: 50,025 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.295245 | lrm: 1.00 | dt: 326ms | tok/sec: 50,221 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.204148 | lrm: 1.00 | dt: 335ms | tok/sec: 48,885 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 7.119772 | lrm: 1.00 | dt: 327ms | tok/sec: 50,157 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 7.048728 | lrm: 1.00 | dt: 328ms | tok/sec: 49,979 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 6.968273 | lrm: 1.00 | dt: 335ms | tok/sec: 48,934 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 6.893825 | lrm: 1.00 | dt: 327ms | tok/sec: 50,054 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 6.851589 | lrm: 1.00 | dt: 327ms | tok/sec: 50,045 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 6.799647 | lrm: 1.00 | dt: 335ms | tok/sec: 48,980 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 6.732028 | lrm: 1.00 | dt: 328ms | tok/sec: 49,964 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 6.730051 | lrm: 1.00 | dt: 329ms | tok/sec: 49,870 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 6.677506 | lrm: 1.00 | dt: 336ms | tok/sec: 48,735 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 6.641429 | lrm: 1.00 | dt: 329ms | tok/sec: 49,865 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 6.628757 | lrm: 1.00 | dt: 328ms | tok/sec: 49,901 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 6.589307 | lrm: 1.00 | dt: 343ms | tok/sec: 47,795 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00026 (1.7%) | loss: 6.541869 | lrm: 1.00 | dt: 329ms | tok/sec: 49,823 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 6.499631 | lrm: 1.00 | dt: 328ms | tok/sec: 49,960 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 6.485397 | lrm: 1.00 | dt: 337ms | tok/sec: 48,605 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 6.474740 | lrm: 1.00 | dt: 328ms | tok/sec: 49,884 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 6.440283 | lrm: 1.00 | dt: 330ms | tok/sec: 49,719 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 6.396484 | lrm: 1.00 | dt: 343ms | tok/sec: 47,827 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 6.356549 | lrm: 1.00 | dt: 328ms | tok/sec: 49,881 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 6.322339 | lrm: 1.00 | dt: 328ms | tok/sec: 49,877 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 6.293671 | lrm: 1.00 | dt: 337ms | tok/sec: 48,639 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 6.276352 | lrm: 1.00 | dt: 329ms | tok/sec: 49,779 | mfu: 0.2% | epoch: 1 | remaining: 292s    
