GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8469ms | tok/sec: 7,738 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.951999 | lrm: 1.00 | dt: 1539ms | tok/sec: 42,585 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.715913 | lrm: 1.00 | dt: 1537ms | tok/sec: 42,637 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.393810 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,171 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.091576 | lrm: 1.00 | dt: 1542ms | tok/sec: 42,511 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.776162 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,107 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.515193 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,425 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.295257 | lrm: 1.00 | dt: 1550ms | tok/sec: 42,272 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.116143 | lrm: 1.00 | dt: 1560ms | tok/sec: 42,010 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.004665 | lrm: 1.00 | dt: 1552ms | tok/sec: 42,239 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.862259 | lrm: 1.00 | dt: 1558ms | tok/sec: 42,056 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.751214 | lrm: 1.00 | dt: 1547ms | tok/sec: 42,372 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.633234 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,118 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.0%) | loss: 6.538888 | lrm: 1.00 | dt: 1562ms | tok/sec: 41,949 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00014 (1.6%) | loss: 6.462007 | lrm: 1.00 | dt: 1564ms | tok/sec: 41,904 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00015 (2.1%) | loss: 6.368339 | lrm: 1.00 | dt: 1547ms | tok/sec: 42,376 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00016 (2.6%) | loss: 6.310545 | lrm: 1.00 | dt: 1562ms | tok/sec: 41,943 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00017 (3.1%) | loss: 6.253381 | lrm: 1.00 | dt: 1568ms | tok/sec: 41,800 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00018 (3.6%) | loss: 6.200649 | lrm: 1.00 | dt: 1564ms | tok/sec: 41,914 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00019 (4.2%) | loss: 6.165782 | lrm: 1.00 | dt: 1563ms | tok/sec: 41,925 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00020 (4.7%) | loss: 6.114424 | lrm: 1.00 | dt: 1567ms | tok/sec: 41,814 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00021 (5.2%) | loss: 6.046772 | lrm: 1.00 | dt: 1573ms | tok/sec: 41,669 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00022 (5.7%) | loss: 5.992109 | lrm: 1.00 | dt: 1569ms | tok/sec: 41,760 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00023 (6.2%) | loss: 5.972405 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,574 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00024 (6.8%) | loss: 5.935968 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,576 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00025 (7.3%) | loss: 5.914588 | lrm: 1.00 | dt: 1559ms | tok/sec: 42,032 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00026 (7.8%) | loss: 5.893922 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,590 | mfu: 0.2% | epoch: 1 | remaining: 275s    
