GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 16

step 00000 (0.0%) | loss: 9.011364 | lrm: 1.00 | dt: 8729ms | tok/sec: 7,507 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.938608 | lrm: 1.00 | dt: 1647ms | tok/sec: 39,783 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.737171 | lrm: 1.00 | dt: 1628ms | tok/sec: 40,243 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.438027 | lrm: 1.00 | dt: 1635ms | tok/sec: 40,094 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.133327 | lrm: 1.00 | dt: 1630ms | tok/sec: 40,202 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.852054 | lrm: 1.00 | dt: 1630ms | tok/sec: 40,213 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.585540 | lrm: 1.00 | dt: 1641ms | tok/sec: 39,930 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.342215 | lrm: 1.00 | dt: 1642ms | tok/sec: 39,916 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.167963 | lrm: 1.00 | dt: 1635ms | tok/sec: 40,086 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.090317 | lrm: 1.00 | dt: 1646ms | tok/sec: 39,804 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.945587 | lrm: 1.00 | dt: 1652ms | tok/sec: 39,679 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.833581 | lrm: 1.00 | dt: 1638ms | tok/sec: 40,014 | mfu: 0.2% | epoch: 1 | remaining: 298s    
