GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8531ms | tok/sec: 7,681 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.952098 | lrm: 1.00 | dt: 1555ms | tok/sec: 42,132 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.715423 | lrm: 1.00 | dt: 1544ms | tok/sec: 42,440 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.392959 | lrm: 1.00 | dt: 1550ms | tok/sec: 42,279 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.090717 | lrm: 1.00 | dt: 1539ms | tok/sec: 42,589 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775416 | lrm: 1.00 | dt: 1552ms | tok/sec: 42,215 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.514592 | lrm: 1.00 | dt: 1550ms | tok/sec: 42,275 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.294631 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,168 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.115555 | lrm: 1.00 | dt: 1546ms | tok/sec: 42,389 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.003585 | lrm: 1.00 | dt: 1560ms | tok/sec: 42,006 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.860813 | lrm: 1.00 | dt: 1562ms | tok/sec: 41,963 | mfu: 0.2% | epoch: 1 | remaining: 300s    
