GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011222 | lrm: 1.00 | dt: 8225ms | tok/sec: 1,992 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.952355 | lrm: 1.00 | dt: 836ms | tok/sec: 19,600 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.788822 | lrm: 1.00 | dt: 834ms | tok/sec: 19,644 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.545347 | lrm: 1.00 | dt: 842ms | tok/sec: 19,460 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.311325 | lrm: 1.00 | dt: 840ms | tok/sec: 19,499 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.062846 | lrm: 1.00 | dt: 839ms | tok/sec: 19,529 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.905296 | lrm: 1.00 | dt: 852ms | tok/sec: 19,231 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.725639 | lrm: 1.00 | dt: 830ms | tok/sec: 19,733 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.570675 | lrm: 1.00 | dt: 842ms | tok/sec: 19,453 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.457318 | lrm: 1.00 | dt: 827ms | tok/sec: 19,800 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.359673 | lrm: 1.00 | dt: 839ms | tok/sec: 19,535 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.272322 | lrm: 1.00 | dt: 840ms | tok/sec: 19,513 | mfu: 0.1% | epoch: 1 | remaining: 299s    
step 00012 (0.3%) | loss: 7.181663 | lrm: 1.00 | dt: 832ms | tok/sec: 19,683 | mfu: 0.1% | epoch: 1 | remaining: 298s    
step 00013 (0.6%) | loss: 7.093006 | lrm: 1.00 | dt: 833ms | tok/sec: 19,679 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00014 (0.8%) | loss: 7.037543 | lrm: 1.00 | dt: 845ms | tok/sec: 19,400 | mfu: 0.1% | epoch: 1 | remaining: 297s    
step 00015 (1.1%) | loss: 6.991745 | lrm: 1.00 | dt: 844ms | tok/sec: 19,403 | mfu: 0.1% | epoch: 1 | remaining: 296s    
step 00016 (1.4%) | loss: 6.930627 | lrm: 1.00 | dt: 831ms | tok/sec: 19,725 | mfu: 0.1% | epoch: 1 | remaining: 295s    
