GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8564ms | tok/sec: 7,652 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.951520 | lrm: 1.00 | dt: 1546ms | tok/sec: 42,385 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.716033 | lrm: 1.00 | dt: 1536ms | tok/sec: 42,672 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.394260 | lrm: 1.00 | dt: 1552ms | tok/sec: 42,220 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.091272 | lrm: 1.00 | dt: 1535ms | tok/sec: 42,686 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.775753 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,410 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.514969 | lrm: 1.00 | dt: 1553ms | tok/sec: 42,190 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.294632 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,108 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.114787 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,412 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.001971 | lrm: 1.00 | dt: 1551ms | tok/sec: 42,266 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.860561 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,406 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.749555 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,100 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.631808 | lrm: 1.00 | dt: 1558ms | tok/sec: 42,076 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.0%) | loss: 6.537345 | lrm: 1.00 | dt: 1544ms | tok/sec: 42,435 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00014 (1.6%) | loss: 6.460608 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,168 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00015 (2.1%) | loss: 6.367588 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,172 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00016 (2.6%) | loss: 6.310417 | lrm: 1.00 | dt: 1562ms | tok/sec: 41,944 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00017 (3.1%) | loss: 6.253084 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,091 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00018 (3.6%) | loss: 6.200567 | lrm: 1.00 | dt: 1563ms | tok/sec: 41,935 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00019 (4.1%) | loss: 6.165764 | lrm: 1.00 | dt: 1563ms | tok/sec: 41,924 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00020 (4.7%) | loss: 6.114536 | lrm: 1.00 | dt: 1565ms | tok/sec: 41,889 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00021 (5.2%) | loss: 6.047207 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,746 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00022 (5.7%) | loss: 5.992472 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,122 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00023 (6.2%) | loss: 5.972658 | lrm: 1.00 | dt: 1575ms | tok/sec: 41,619 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00024 (6.8%) | loss: 5.936342 | lrm: 1.00 | dt: 1565ms | tok/sec: 41,871 | mfu: 0.2% | epoch: 1 | remaining: 278s    
