GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 2,359,424
  scalars                 : 6
  total                   : 10,748,038
Estimated FLOPs per token: 4.561382e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011057 | lrm: 1.00 | dt: 6883ms | tok/sec: 2,380 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.061997 | lrm: 1.00 | dt: 325ms | tok/sec: 50,358 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.954721 | lrm: 1.00 | dt: 340ms | tok/sec: 48,142 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.653887 | lrm: 1.00 | dt: 328ms | tok/sec: 50,019 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.406633 | lrm: 1.00 | dt: 326ms | tok/sec: 50,275 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.228127 | lrm: 1.00 | dt: 335ms | tok/sec: 48,976 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.097978 | lrm: 1.00 | dt: 327ms | tok/sec: 50,173 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.950031 | lrm: 1.00 | dt: 326ms | tok/sec: 50,220 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.781900 | lrm: 1.00 | dt: 334ms | tok/sec: 49,017 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.652391 | lrm: 1.00 | dt: 327ms | tok/sec: 50,132 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.520598 | lrm: 1.00 | dt: 326ms | tok/sec: 50,233 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.406681 | lrm: 1.00 | dt: 335ms | tok/sec: 48,908 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.295245 | lrm: 1.00 | dt: 327ms | tok/sec: 50,086 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.204138 | lrm: 1.00 | dt: 327ms | tok/sec: 50,090 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 7.119789 | lrm: 1.00 | dt: 335ms | tok/sec: 48,865 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 7.048719 | lrm: 1.00 | dt: 326ms | tok/sec: 50,228 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 6.968180 | lrm: 1.00 | dt: 328ms | tok/sec: 49,969 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 6.893667 | lrm: 1.00 | dt: 334ms | tok/sec: 49,037 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 6.851505 | lrm: 1.00 | dt: 327ms | tok/sec: 50,104 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 6.799604 | lrm: 1.00 | dt: 327ms | tok/sec: 50,050 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 6.731934 | lrm: 1.00 | dt: 342ms | tok/sec: 47,876 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 6.730087 | lrm: 1.00 | dt: 327ms | tok/sec: 50,068 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 6.677632 | lrm: 1.00 | dt: 328ms | tok/sec: 49,882 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 6.641617 | lrm: 1.00 | dt: 337ms | tok/sec: 48,634 | mfu: 0.2% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 6.628871 | lrm: 1.00 | dt: 328ms | tok/sec: 49,987 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 6.589283 | lrm: 1.00 | dt: 329ms | tok/sec: 49,732 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00026 (1.7%) | loss: 6.541778 | lrm: 1.00 | dt: 336ms | tok/sec: 48,772 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 6.499572 | lrm: 1.00 | dt: 329ms | tok/sec: 49,798 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 6.485310 | lrm: 1.00 | dt: 328ms | tok/sec: 49,903 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 6.474655 | lrm: 1.00 | dt: 337ms | tok/sec: 48,673 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 6.440236 | lrm: 1.00 | dt: 328ms | tok/sec: 49,923 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 6.396591 | lrm: 1.00 | dt: 329ms | tok/sec: 49,846 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 6.356769 | lrm: 1.00 | dt: 336ms | tok/sec: 48,725 | mfu: 0.2% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 6.322470 | lrm: 1.00 | dt: 329ms | tok/sec: 49,804 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 6.293857 | lrm: 1.00 | dt: 330ms | tok/sec: 49,723 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 6.276417 | lrm: 1.00 | dt: 336ms | tok/sec: 48,736 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00036 (2.8%) | loss: 6.263317 | lrm: 1.00 | dt: 329ms | tok/sec: 49,779 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00037 (2.9%) | loss: 6.228693 | lrm: 1.00 | dt: 328ms | tok/sec: 49,876 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 6.203967 | lrm: 1.00 | dt: 336ms | tok/sec: 48,764 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 6.246256 | lrm: 1.00 | dt: 329ms | tok/sec: 49,783 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 6.222644 | lrm: 1.00 | dt: 329ms | tok/sec: 49,859 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 6.193241 | lrm: 1.00 | dt: 337ms | tok/sec: 48,563 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 6.176414 | lrm: 1.00 | dt: 329ms | tok/sec: 49,864 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00043 (3.5%) | loss: 6.157572 | lrm: 1.00 | dt: 329ms | tok/sec: 49,758 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 6.138661 | lrm: 1.00 | dt: 338ms | tok/sec: 48,494 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00045 (3.8%) | loss: 6.116961 | lrm: 1.00 | dt: 334ms | tok/sec: 48,991 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00046 (3.9%) | loss: 6.094114 | lrm: 1.00 | dt: 331ms | tok/sec: 49,480 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00047 (4.0%) | loss: 6.092067 | lrm: 1.00 | dt: 339ms | tok/sec: 48,394 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00048 (4.1%) | loss: 6.073089 | lrm: 1.00 | dt: 330ms | tok/sec: 49,613 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00049 (4.2%) | loss: 6.067326 | lrm: 1.00 | dt: 330ms | tok/sec: 49,656 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 6.050321 | lrm: 1.00 | dt: 337ms | tok/sec: 48,619 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 6.014036 | lrm: 1.00 | dt: 337ms | tok/sec: 48,600 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00052 (4.5%) | loss: 5.997735 | lrm: 1.00 | dt: 330ms | tok/sec: 49,598 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00053 (4.6%) | loss: 5.990989 | lrm: 1.00 | dt: 339ms | tok/sec: 48,392 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00054 (4.8%) | loss: 5.977895 | lrm: 1.00 | dt: 333ms | tok/sec: 49,243 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00055 (4.9%) | loss: 5.957757 | lrm: 1.00 | dt: 331ms | tok/sec: 49,500 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00056 (5.0%) | loss: 5.945993 | lrm: 1.00 | dt: 345ms | tok/sec: 47,517 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00057 (5.1%) | loss: 5.942042 | lrm: 1.00 | dt: 330ms | tok/sec: 49,574 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00058 (5.2%) | loss: 5.942625 | lrm: 1.00 | dt: 332ms | tok/sec: 49,398 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00059 (5.3%) | loss: 5.938742 | lrm: 1.00 | dt: 339ms | tok/sec: 48,279 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00060 (5.4%) | loss: 5.937213 | lrm: 1.00 | dt: 332ms | tok/sec: 49,396 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00061 (5.5%) | loss: 5.926775 | lrm: 1.00 | dt: 330ms | tok/sec: 49,681 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00062 (5.6%) | loss: 5.900121 | lrm: 1.00 | dt: 339ms | tok/sec: 48,384 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00063 (5.8%) | loss: 5.862791 | lrm: 1.00 | dt: 332ms | tok/sec: 49,313 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00064 (5.9%) | loss: 5.855771 | lrm: 1.00 | dt: 332ms | tok/sec: 49,297 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00065 (6.0%) | loss: 5.857805 | lrm: 1.00 | dt: 339ms | tok/sec: 48,305 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00066 (6.1%) | loss: 5.846119 | lrm: 1.00 | dt: 332ms | tok/sec: 49,378 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00067 (6.2%) | loss: 5.845979 | lrm: 1.00 | dt: 331ms | tok/sec: 49,452 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00068 (6.3%) | loss: 5.833057 | lrm: 1.00 | dt: 340ms | tok/sec: 48,240 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00069 (6.4%) | loss: 5.842548 | lrm: 1.00 | dt: 340ms | tok/sec: 48,129 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00070 (6.5%) | loss: 5.845485 | lrm: 1.00 | dt: 331ms | tok/sec: 49,427 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00071 (6.7%) | loss: 5.822362 | lrm: 1.00 | dt: 340ms | tok/sec: 48,194 | mfu: 0.2% | epoch: 1 | remaining: 280s    
