GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8579ms | tok/sec: 7,639 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.955089 | lrm: 1.00 | dt: 1543ms | tok/sec: 42,475 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.715726 | lrm: 1.00 | dt: 1548ms | tok/sec: 42,335 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.392168 | lrm: 1.00 | dt: 1543ms | tok/sec: 42,486 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.089362 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,111 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.773761 | lrm: 1.00 | dt: 1548ms | tok/sec: 42,336 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.513172 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,091 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.293753 | lrm: 1.00 | dt: 1542ms | tok/sec: 42,498 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.115291 | lrm: 1.00 | dt: 1558ms | tok/sec: 42,059 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.004120 | lrm: 1.00 | dt: 1551ms | tok/sec: 42,263 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.861991 | lrm: 1.00 | dt: 1557ms | tok/sec: 42,088 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.751043 | lrm: 1.00 | dt: 1558ms | tok/sec: 42,065 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.633147 | lrm: 1.00 | dt: 1544ms | tok/sec: 42,436 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.0%) | loss: 6.538989 | lrm: 1.00 | dt: 1551ms | tok/sec: 42,241 | mfu: 0.2% | epoch: 1 | remaining: 295s    
