GPU compute capability (7, 5) < 8.0, using fallback attention (no Flash Attention)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 5.662387e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011391 | lrm: 1.00 | dt: 8498ms | tok/sec: 7,711 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.957019 | lrm: 1.00 | dt: 1548ms | tok/sec: 42,336 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.716523 | lrm: 1.00 | dt: 1545ms | tok/sec: 42,408 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.392811 | lrm: 1.00 | dt: 1542ms | tok/sec: 42,511 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.090371 | lrm: 1.00 | dt: 1544ms | tok/sec: 42,443 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.774536 | lrm: 1.00 | dt: 1542ms | tok/sec: 42,503 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.513967 | lrm: 1.00 | dt: 1553ms | tok/sec: 42,209 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.295533 | lrm: 1.00 | dt: 1554ms | tok/sec: 42,161 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.118004 | lrm: 1.00 | dt: 1568ms | tok/sec: 41,789 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.006885 | lrm: 1.00 | dt: 1547ms | tok/sec: 42,376 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.864563 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,122 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.753245 | lrm: 1.00 | dt: 1552ms | tok/sec: 42,218 | mfu: 0.2% | epoch: 1 | remaining: 298s    
step 00012 (0.5%) | loss: 6.635046 | lrm: 1.00 | dt: 1560ms | tok/sec: 42,003 | mfu: 0.2% | epoch: 1 | remaining: 297s    
step 00013 (1.0%) | loss: 6.540550 | lrm: 1.00 | dt: 1561ms | tok/sec: 41,994 | mfu: 0.2% | epoch: 1 | remaining: 295s    
step 00014 (1.6%) | loss: 6.464085 | lrm: 1.00 | dt: 1556ms | tok/sec: 42,130 | mfu: 0.2% | epoch: 1 | remaining: 294s    
step 00015 (2.1%) | loss: 6.370494 | lrm: 1.00 | dt: 1568ms | tok/sec: 41,800 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00016 (2.6%) | loss: 6.312926 | lrm: 1.00 | dt: 1564ms | tok/sec: 41,890 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00017 (3.1%) | loss: 6.255566 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,591 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00018 (3.6%) | loss: 6.202607 | lrm: 1.00 | dt: 1565ms | tok/sec: 41,883 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00019 (4.2%) | loss: 6.167470 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,742 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00020 (4.7%) | loss: 6.116048 | lrm: 1.00 | dt: 1580ms | tok/sec: 41,486 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00021 (5.2%) | loss: 6.048603 | lrm: 1.00 | dt: 1569ms | tok/sec: 41,768 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00022 (5.7%) | loss: 5.993939 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,700 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00023 (6.3%) | loss: 5.974063 | lrm: 1.00 | dt: 1567ms | tok/sec: 41,810 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00024 (6.8%) | loss: 5.937102 | lrm: 1.00 | dt: 1579ms | tok/sec: 41,517 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00025 (7.3%) | loss: 5.915182 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,735 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00026 (7.8%) | loss: 5.894338 | lrm: 1.00 | dt: 1575ms | tok/sec: 41,603 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00027 (8.4%) | loss: 5.866564 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,426 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00028 (8.9%) | loss: 5.841042 | lrm: 1.00 | dt: 1578ms | tok/sec: 41,543 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00029 (9.4%) | loss: 5.813314 | lrm: 1.00 | dt: 1583ms | tok/sec: 41,394 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00030 (9.9%) | loss: 5.780409 | lrm: 1.00 | dt: 1577ms | tok/sec: 41,570 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00031 (10.5%) | loss: 5.741215 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,588 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00032 (11.0%) | loss: 5.712821 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,631 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00033 (11.5%) | loss: 5.686333 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,316 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00034 (12.0%) | loss: 5.684378 | lrm: 1.00 | dt: 1584ms | tok/sec: 41,376 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00035 (12.6%) | loss: 5.682600 | lrm: 1.00 | dt: 1577ms | tok/sec: 41,553 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00036 (13.1%) | loss: 5.659708 | lrm: 1.00 | dt: 1589ms | tok/sec: 41,233 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00037 (13.6%) | loss: 5.634882 | lrm: 1.00 | dt: 1573ms | tok/sec: 41,654 | mfu: 0.2% | epoch: 1 | remaining: 258s    
step 00038 (14.2%) | loss: 5.619354 | lrm: 1.00 | dt: 1591ms | tok/sec: 41,197 | mfu: 0.2% | epoch: 1 | remaining: 256s    
step 00039 (14.7%) | loss: 5.594683 | lrm: 1.00 | dt: 1579ms | tok/sec: 41,496 | mfu: 0.2% | epoch: 1 | remaining: 254s    
step 00040 (15.2%) | loss: 5.567698 | lrm: 1.00 | dt: 1593ms | tok/sec: 41,148 | mfu: 0.2% | epoch: 1 | remaining: 253s    
step 00041 (15.7%) | loss: 5.547024 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,439 | mfu: 0.2% | epoch: 1 | remaining: 251s    
step 00042 (16.3%) | loss: 5.531846 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,414 | mfu: 0.2% | epoch: 1 | remaining: 250s    
step 00043 (16.8%) | loss: 5.514048 | lrm: 1.00 | dt: 1592ms | tok/sec: 41,164 | mfu: 0.2% | epoch: 1 | remaining: 248s    
step 00044 (17.3%) | loss: 5.497317 | lrm: 1.00 | dt: 1573ms | tok/sec: 41,670 | mfu: 0.2% | epoch: 1 | remaining: 246s    
step 00045 (17.9%) | loss: 5.495465 | lrm: 1.00 | dt: 1588ms | tok/sec: 41,264 | mfu: 0.2% | epoch: 1 | remaining: 245s    
step 00046 (18.4%) | loss: 5.495262 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,447 | mfu: 0.2% | epoch: 1 | remaining: 243s    
step 00047 (18.9%) | loss: 5.477695 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,698 | mfu: 0.2% | epoch: 1 | remaining: 242s    
step 00048 (19.4%) | loss: 5.491590 | lrm: 1.00 | dt: 1603ms | tok/sec: 40,879 | mfu: 0.2% | epoch: 1 | remaining: 240s    
step 00049 (20.0%) | loss: 5.453757 | lrm: 1.00 | dt: 1578ms | tok/sec: 41,532 | mfu: 0.2% | epoch: 1 | remaining: 239s    
step 00050 (20.5%) | loss: 5.434441 | lrm: 1.00 | dt: 1587ms | tok/sec: 41,282 | mfu: 0.2% | epoch: 1 | remaining: 237s    
step 00051 (21.0%) | loss: 5.421215 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,647 | mfu: 0.2% | epoch: 1 | remaining: 235s    
step 00052 (21.5%) | loss: 5.402974 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,464 | mfu: 0.2% | epoch: 1 | remaining: 234s    
step 00053 (22.1%) | loss: 5.373152 | lrm: 1.00 | dt: 1596ms | tok/sec: 41,055 | mfu: 0.2% | epoch: 1 | remaining: 232s    
step 00054 (22.6%) | loss: 5.355299 | lrm: 1.00 | dt: 1586ms | tok/sec: 41,310 | mfu: 0.2% | epoch: 1 | remaining: 231s    
step 00055 (23.1%) | loss: 5.345040 | lrm: 1.00 | dt: 1591ms | tok/sec: 41,203 | mfu: 0.2% | epoch: 1 | remaining: 229s    
step 00056 (23.7%) | loss: 5.328841 | lrm: 1.00 | dt: 1574ms | tok/sec: 41,638 | mfu: 0.2% | epoch: 1 | remaining: 227s    
step 00057 (24.2%) | loss: 5.307202 | lrm: 1.00 | dt: 1593ms | tok/sec: 41,141 | mfu: 0.2% | epoch: 1 | remaining: 226s    
step 00058 (24.7%) | loss: 5.295615 | lrm: 1.00 | dt: 1581ms | tok/sec: 41,462 | mfu: 0.2% | epoch: 1 | remaining: 224s    
step 00059 (25.2%) | loss: 5.290989 | lrm: 1.00 | dt: 1569ms | tok/sec: 41,760 | mfu: 0.2% | epoch: 1 | remaining: 223s    
step 00060 (25.8%) | loss: 5.282801 | lrm: 1.00 | dt: 1587ms | tok/sec: 41,306 | mfu: 0.2% | epoch: 1 | remaining: 221s    
step 00061 (26.3%) | loss: 5.263495 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,414 | mfu: 0.2% | epoch: 1 | remaining: 220s    
step 00062 (26.8%) | loss: 5.261974 | lrm: 1.00 | dt: 1589ms | tok/sec: 41,251 | mfu: 0.2% | epoch: 1 | remaining: 218s    
step 00063 (27.4%) | loss: 5.261067 | lrm: 1.00 | dt: 1576ms | tok/sec: 41,595 | mfu: 0.2% | epoch: 1 | remaining: 216s    
step 00064 (27.9%) | loss: 5.250330 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,428 | mfu: 0.2% | epoch: 1 | remaining: 215s    
step 00065 (28.4%) | loss: 5.219434 | lrm: 1.00 | dt: 1588ms | tok/sec: 41,280 | mfu: 0.2% | epoch: 1 | remaining: 213s    
step 00066 (28.9%) | loss: 5.195115 | lrm: 1.00 | dt: 1570ms | tok/sec: 41,744 | mfu: 0.2% | epoch: 1 | remaining: 212s    
step 00067 (29.5%) | loss: 5.175146 | lrm: 1.00 | dt: 1595ms | tok/sec: 41,090 | mfu: 0.2% | epoch: 1 | remaining: 210s    
step 00068 (30.0%) | loss: 5.143931 | lrm: 1.00 | dt: 1579ms | tok/sec: 41,511 | mfu: 0.2% | epoch: 1 | remaining: 208s    
step 00069 (30.5%) | loss: 5.113888 | lrm: 1.00 | dt: 1587ms | tok/sec: 41,306 | mfu: 0.2% | epoch: 1 | remaining: 207s    
step 00070 (31.0%) | loss: 5.111631 | lrm: 1.00 | dt: 1575ms | tok/sec: 41,614 | mfu: 0.2% | epoch: 1 | remaining: 205s    
step 00071 (31.6%) | loss: 5.101447 | lrm: 1.00 | dt: 1587ms | tok/sec: 41,293 | mfu: 0.2% | epoch: 1 | remaining: 204s    
step 00072 (32.1%) | loss: 5.088562 | lrm: 1.00 | dt: 1584ms | tok/sec: 41,386 | mfu: 0.2% | epoch: 1 | remaining: 202s    
step 00073 (32.6%) | loss: 5.057368 | lrm: 1.00 | dt: 1571ms | tok/sec: 41,718 | mfu: 0.2% | epoch: 1 | remaining: 201s    
step 00074 (33.2%) | loss: 5.046842 | lrm: 1.00 | dt: 1582ms | tok/sec: 41,415 | mfu: 0.2% | epoch: 1 | remaining: 199s    
step 00075 (33.7%) | loss: 5.030998 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,683 | mfu: 0.2% | epoch: 1 | remaining: 197s    
step 00076 (34.2%) | loss: 5.027068 | lrm: 1.00 | dt: 1592ms | tok/sec: 41,167 | mfu: 0.2% | epoch: 1 | remaining: 196s    
step 00077 (34.7%) | loss: 5.014203 | lrm: 1.00 | dt: 1588ms | tok/sec: 41,268 | mfu: 0.2% | epoch: 1 | remaining: 194s    
step 00078 (35.3%) | loss: 5.000961 | lrm: 1.00 | dt: 1579ms | tok/sec: 41,506 | mfu: 0.2% | epoch: 1 | remaining: 193s    
step 00079 (35.8%) | loss: 4.980031 | lrm: 1.00 | dt: 1594ms | tok/sec: 41,125 | mfu: 0.2% | epoch: 1 | remaining: 191s    
step 00080 (36.3%) | loss: 4.968360 | lrm: 1.00 | dt: 1572ms | tok/sec: 41,697 | mfu: 0.2% | epoch: 1 | remaining: 189s    
step 00081 (36.8%) | loss: 4.965454 | lrm: 1.00 | dt: 1587ms | tok/sec: 41,291 | mfu: 0.2% | epoch: 1 | remaining: 188s    
step 00082 (37.4%) | loss: 4.941552 | lrm: 1.00 | dt: 1575ms | tok/sec: 41,610 | mfu: 0.2% | epoch: 1 | remaining: 186s    
